,filename,TARGET,MOVEMENT,ZOOM,LANDMARKS
61,gaussian_xyz/case-100229/case-100229_-28.583089835153118_22.38874765889676_-105.58903067723226.png,2: Right humeral head,"UP: 0.2, LEFT: 0.6",OUT: 0.9,"[10: T1, 11: Carina, 12: Right hemidiaphragm]"
62,gaussian_xyz/case-100229/case-100229_-28.583089835153118_22.38874765889676_-105.58903067723226.png,3: Left humeral head,"UP: 0.3, RIGHT: 0.7",OUT: 0.9,"[10: T1, 11: Carina, 12: Right hemidiaphragm]"
63,gaussian_xyz/case-100229/case-100229_-28.583089835153118_22.38874765889676_-105.58903067723226.png,4: Right scapular inferior angle,"DOWN: 0.5, LEFT: 0.5",OUT: 0.9,"[10: T1, 11: Carina, 12: Right hemidiaphragm]"
64,gaussian_xyz/case-100229/case-100229_-28.583089835153118_22.38874765889676_-105.58903067723226.png,5: Left scapular inferior angle,"DOWN: 0.5, RIGHT: 0.7",OUT: 0.9,"[10: T1, 11: Carina, 12: Right hemidiaphragm]"
65,gaussian_xyz/case-100229/case-100229_-150.81790679918097_33.54250670247548_35.22863118836619.png,1: Skull,"UP: 1.0, RIGHT: 0.2",OUT: 0.2,"[12: Right hemidiaphragm, 14: T12, 9: Left wrist]"
66,gaussian_xyz/case-100229/case-100229_-150.81790679918097_33.54250670247548_35.22863118836619.png,2: Right humeral head,"UP: 0.8, LEFT: 0.5",OUT: 0.2,"[12: Right hemidiaphragm, 14: T12, 9: Left wrist]"
67,gaussian_xyz/case-100229/case-100229_-150.81790679918097_33.54250670247548_35.22863118836619.png,3: Left humeral head,"UP: 0.9, RIGHT: 0.8",OUT: 0.2,"[12: Right hemidiaphragm, 14: T12, 9: Left wrist]"
68,gaussian_xyz/case-100229/case-100229_-150.81790679918097_33.54250670247548_35.22863118836619.png,4: Right scapular inferior angle,"UP: 0.1, LEFT: 0.5",OUT: 0.2,"[12: Right hemidiaphragm, 14: T12, 9: Left wrist]"
69,gaussian_xyz/case-100229/case-100229_-150.81790679918097_33.54250670247548_35.22863118836619.png,5: Left scapular inferior angle,"UP: 0.1, RIGHT: 0.8",OUT: 0.2,"[12: Right hemidiaphragm, 14: T12, 9: Left wrist]"
70,gaussian_xyz/case-100229/case-100229_-89.87573189706572_41.40986402726084_195.1711020228169.png,1: Skull,"UP: 1.0, RIGHT: 0.2",IN: 0.6,"[11: Carina, 12: Right hemidiaphragm, 4: Right scapular inferior angle]"
71,gaussian_xyz/case-100229/case-100229_-89.87573189706572_41.40986402726084_195.1711020228169.png,2: Right humeral head,"UP: 0.5, LEFT: 0.5",IN: 0.6,"[11: Carina, 12: Right hemidiaphragm, 4: Right scapular inferior angle]"
72,gaussian_xyz/case-100229/case-100229_-89.87573189706572_41.40986402726084_195.1711020228169.png,3: Left humeral head,"UP: 0.6, RIGHT: 0.8",IN: 0.6,"[11: Carina, 12: Right hemidiaphragm, 4: Right scapular inferior angle]"
73,gaussian_xyz/case-100229/case-100229_-89.87573189706572_41.40986402726084_195.1711020228169.png,4: Right scapular inferior angle,"DOWN: 0.2, LEFT: 0.5",IN: 0.6,"[11: Carina, 12: Right hemidiaphragm, 4: Right scapular inferior angle]"
74,gaussian_xyz/case-100229/case-100229_-89.87573189706572_41.40986402726084_195.1711020228169.png,5: Left scapular inferior angle,"DOWN: 0.2, RIGHT: 0.8",IN: 0.6,"[11: Carina, 12: Right hemidiaphragm, 4: Right scapular inferior angle]"
75,gaussian_xyz/case-100229/case-100229_120.32559031048413_42.31543146216158_-88.73036544004668.png,1: Skull,"UP: 0.1, RIGHT: 0.2",OUT: 0.8,"[1: Skull, 10: T1, 2: Right humeral head]"
76,gaussian_xyz/case-100229/case-100229_120.32559031048413_42.31543146216158_-88.73036544004668.png,2: Right humeral head,"DOWN: 0.5, LEFT: 0.5",OUT: 0.8,"[1: Skull, 10: T1, 2: Right humeral head]"
77,gaussian_xyz/case-100229/case-100229_120.32559031048413_42.31543146216158_-88.73036544004668.png,3: Left humeral head,"DOWN: 0.5, RIGHT: 0.8",OUT: 0.8,"[1: Skull, 10: T1, 2: Right humeral head]"
78,gaussian_xyz/case-100229/case-100229_120.32559031048413_42.31543146216158_-88.73036544004668.png,4: Right scapular inferior angle,"DOWN: 1.0, LEFT: 0.4",OUT: 0.8,"[1: Skull, 10: T1, 2: Right humeral head]"
79,gaussian_xyz/case-100229/case-100229_120.32559031048413_42.31543146216158_-88.73036544004668.png,5: Left scapular inferior angle,"DOWN: 1.0, RIGHT: 0.8",OUT: 0.8,"[1: Skull, 10: T1, 2: Right humeral head]"
80,gaussian_xyz/case-100247/case-100247_189.74100704469885_63.73194430954187_77.90687154794263.png,1: Skull,"DONE, RIGHT: 0.2",DONE,"[1: Skull, 10: T1, 2: Right humeral head]"
81,gaussian_xyz/case-100247/case-100247_189.74100704469885_63.73194430954187_77.90687154794263.png,2: Right humeral head,"DOWN: 0.9, LEFT: 0.4",DONE,"[1: Skull, 10: T1, 2: Right humeral head]"
82,gaussian_xyz/case-100247/case-100247_189.74100704469885_63.73194430954187_77.90687154794263.png,3: Left humeral head,"DOWN: 0.7, RIGHT: 0.9",DONE,"[1: Skull, 10: T1, 2: Right humeral head]"
83,gaussian_xyz/case-100247/case-100247_189.74100704469885_63.73194430954187_77.90687154794263.png,4: Right scapular inferior angle,"DOWN: 1.0, LEFT: 0.2",DONE,"[1: Skull, 10: T1, 2: Right humeral head]"
84,gaussian_xyz/case-100247/case-100247_189.74100704469885_63.73194430954187_77.90687154794263.png,5: Left scapular inferior angle,"DOWN: 1.0, RIGHT: 0.9",DONE,"[1: Skull, 10: T1, 2: Right humeral head]"
85,gaussian_xyz/case-100247/case-100247_69.21025041659249_-59.347634715176476_-5.702891832388128.png,1: Skull,"UP: 0.6, LEFT: 0.4",OUT: 0.4,"[3: Left humeral head, 10: T1, 1: Skull]"
86,gaussian_xyz/case-100247/case-100247_69.21025041659249_-59.347634715176476_-5.702891832388128.png,2: Right humeral head,"DOWN: 0.3, LEFT: 1.0",OUT: 0.4,"[3: Left humeral head, 10: T1, 1: Skull]"
87,gaussian_xyz/case-100247/case-100247_69.21025041659249_-59.347634715176476_-5.702891832388128.png,3: Left humeral head,"DOWN: 0.1, RIGHT: 0.3",OUT: 0.4,"[3: Left humeral head, 10: T1, 1: Skull]"
88,gaussian_xyz/case-100247/case-100247_69.21025041659249_-59.347634715176476_-5.702891832388128.png,4: Right scapular inferior angle,"DOWN: 0.9, LEFT: 0.8",OUT: 0.4,"[3: Left humeral head, 10: T1, 1: Skull]"
89,gaussian_xyz/case-100247/case-100247_69.21025041659249_-59.347634715176476_-5.702891832388128.png,5: Left scapular inferior angle,"DOWN: 0.8, RIGHT: 0.3",OUT: 0.4,"[3: Left humeral head, 10: T1, 1: Skull]"
90,gaussian_xyz/case-100247/case-100247_5.635152921380325_47.981744395351285_-128.82765208000743.png,1: Skull,"UP: 0.9, RIGHT: 0.1",OUT: 1.0,"[10: T1, 11: Carina, 2: Right humeral head]"
91,gaussian_xyz/case-100247/case-100247_5.635152921380325_47.981744395351285_-128.82765208000743.png,2: Right humeral head,"DONE, LEFT: 0.5",OUT: 1.0,"[10: T1, 11: Carina, 2: Right humeral head]"
92,gaussian_xyz/case-100247/case-100247_5.635152921380325_47.981744395351285_-128.82765208000743.png,3: Left humeral head,"UP: 0.2, RIGHT: 0.8",OUT: 1.0,"[10: T1, 11: Carina, 2: Right humeral head]"
93,gaussian_xyz/case-100247/case-100247_5.635152921380325_47.981744395351285_-128.82765208000743.png,4: Right scapular inferior angle,"DOWN: 0.6, LEFT: 0.3",OUT: 1.0,"[10: T1, 11: Carina, 2: Right humeral head]"
94,gaussian_xyz/case-100247/case-100247_5.635152921380325_47.981744395351285_-128.82765208000743.png,5: Left scapular inferior angle,"DOWN: 0.5, RIGHT: 0.9",OUT: 1.0,"[10: T1, 11: Carina, 2: Right humeral head]"
95,gaussian_xyz/case-100247/case-100247_-29.687932108788345_-49.51346604063902_-25.83184291540058.png,1: Skull,"UP: 1.0, LEFT: 0.4",OUT: 0.5,"[10: T1, 11: Carina, 3: Left humeral head]"
96,gaussian_xyz/case-100247/case-100247_-29.687932108788345_-49.51346604063902_-25.83184291540058.png,2: Right humeral head,"UP: 0.2, LEFT: 1.0",OUT: 0.5,"[10: T1, 11: Carina, 3: Left humeral head]"
97,gaussian_xyz/case-100247/case-100247_-29.687932108788345_-49.51346604063902_-25.83184291540058.png,3: Left humeral head,"UP: 0.4, RIGHT: 0.3",OUT: 0.5,"[10: T1, 11: Carina, 3: Left humeral head]"
98,gaussian_xyz/case-100247/case-100247_-29.687932108788345_-49.51346604063902_-25.83184291540058.png,4: Right scapular inferior angle,"DOWN: 0.4, LEFT: 0.8",OUT: 0.5,"[10: T1, 11: Carina, 3: Left humeral head]"
99,gaussian_xyz/case-100247/case-100247_-29.687932108788345_-49.51346604063902_-25.83184291540058.png,5: Left scapular inferior angle,"DOWN: 0.3, RIGHT: 0.4",OUT: 0.5,"[10: T1, 11: Carina, 3: Left humeral head]"
100,gaussian_xyz/case-100247/case-100247_120.84845559379494_26.604223199371084_-131.46425820030436.png,1: Skull,"UP: 0.3, DONE",OUT: 1.0,"[1: Skull, 10: T1, 3: Left humeral head]"
101,gaussian_xyz/case-100247/case-100247_120.84845559379494_26.604223199371084_-131.46425820030436.png,2: Right humeral head,"DOWN: 0.6, LEFT: 0.6",OUT: 1.0,"[1: Skull, 10: T1, 3: Left humeral head]"
102,gaussian_xyz/case-100247/case-100247_120.84845559379494_26.604223199371084_-131.46425820030436.png,3: Left humeral head,"DOWN: 0.4, RIGHT: 0.7",OUT: 1.0,"[1: Skull, 10: T1, 3: Left humeral head]"
103,gaussian_xyz/case-100247/case-100247_120.84845559379494_26.604223199371084_-131.46425820030436.png,4: Right scapular inferior angle,"DOWN: 1.0, LEFT: 0.4",OUT: 1.0,"[1: Skull, 10: T1, 3: Left humeral head]"
104,gaussian_xyz/case-100247/case-100247_120.84845559379494_26.604223199371084_-131.46425820030436.png,5: Left scapular inferior angle,"DOWN: 1.0, RIGHT: 0.8",OUT: 1.0,"[1: Skull, 10: T1, 3: Left humeral head]"
105,gaussian_xyz/case-100247/case-100247_-92.67732936421059_32.04369607483989_130.02452103191547.png,1: Skull,"UP: 1.0, DONE",IN: 0.3,"[11: Carina, 4: Right scapular inferior angle, 9: Left wrist]"
106,gaussian_xyz/case-100247/case-100247_-92.67732936421059_32.04369607483989_130.02452103191547.png,2: Right humeral head,"UP: 0.5, LEFT: 0.6",IN: 0.3,"[11: Carina, 4: Right scapular inferior angle, 9: Left wrist]"
107,gaussian_xyz/case-100247/case-100247_-92.67732936421059_32.04369607483989_130.02452103191547.png,3: Left humeral head,"UP: 0.7, RIGHT: 0.7",IN: 0.3,"[11: Carina, 4: Right scapular inferior angle, 9: Left wrist]"
108,gaussian_xyz/case-100247/case-100247_-92.67732936421059_32.04369607483989_130.02452103191547.png,4: Right scapular inferior angle,"DOWN: 0.1, LEFT: 0.4",IN: 0.3,"[11: Carina, 4: Right scapular inferior angle, 9: Left wrist]"
109,gaussian_xyz/case-100247/case-100247_-92.67732936421059_32.04369607483989_130.02452103191547.png,5: Left scapular inferior angle,"DONE, RIGHT: 0.8",IN: 0.3,"[11: Carina, 4: Right scapular inferior angle, 9: Left wrist]"
110,gaussian_xyz/case-100247/case-100247_74.5083962828977_-48.53189857107941_92.73202990900607.png,1: Skull,"UP: 0.6, LEFT: 0.4",IN: 0.1,"[3: Left humeral head, 10: T1, 1: Skull]"
111,gaussian_xyz/case-100247/case-100247_74.5083962828977_-48.53189857107941_92.73202990900607.png,2: Right humeral head,"DOWN: 0.4, LEFT: 1.0",IN: 0.1,"[3: Left humeral head, 10: T1, 1: Skull]"
112,gaussian_xyz/case-100247/case-100247_74.5083962828977_-48.53189857107941_92.73202990900607.png,3: Left humeral head,"DOWN: 0.2, RIGHT: 0.3",IN: 0.1,"[3: Left humeral head, 10: T1, 1: Skull]"
113,gaussian_xyz/case-100247/case-100247_74.5083962828977_-48.53189857107941_92.73202990900607.png,4: Right scapular inferior angle,"DOWN: 0.9, LEFT: 0.8",IN: 0.1,"[3: Left humeral head, 10: T1, 1: Skull]"
114,gaussian_xyz/case-100247/case-100247_74.5083962828977_-48.53189857107941_92.73202990900607.png,5: Left scapular inferior angle,"DOWN: 0.8, RIGHT: 0.4",IN: 0.1,"[3: Left humeral head, 10: T1, 1: Skull]"
115,gaussian_xyz/case-100247/case-100247_-166.69083679103176_-58.97279807548021_48.88977914166854.png,1: Skull,"UP: 1.0, LEFT: 0.4",OUT: 0.1,"[8: Right wrist, 13: Left hemidiaphragm, 14: T12]"
116,gaussian_xyz/case-100247/case-100247_-166.69083679103176_-58.97279807548021_48.88977914166854.png,2: Right humeral head,"UP: 0.8, LEFT: 1.0",OUT: 0.1,"[8: Right wrist, 13: Left hemidiaphragm, 14: T12]"
117,gaussian_xyz/case-100247/case-100247_-166.69083679103176_-58.97279807548021_48.88977914166854.png,3: Left humeral head,"UP: 1.0, RIGHT: 0.3",OUT: 0.1,"[8: Right wrist, 13: Left hemidiaphragm, 14: T12]"
118,gaussian_xyz/case-100247/case-100247_-166.69083679103176_-58.97279807548021_48.88977914166854.png,4: Right scapular inferior angle,"UP: 0.3, LEFT: 0.8",OUT: 0.1,"[8: Right wrist, 13: Left hemidiaphragm, 14: T12]"
119,gaussian_xyz/case-100247/case-100247_-166.69083679103176_-58.97279807548021_48.88977914166854.png,5: Left scapular inferior angle,"UP: 0.4, RIGHT: 0.3",OUT: 0.1,"[8: Right wrist, 13: Left hemidiaphragm, 14: T12]"
