,filename,TARGET,MOVEMENT,ZOOM,LANDMARKS
11,gaussian_xyz/case-100229/case-100229_32.54535414459346_-14.180229190724374_73.89652719691829.png,1: Skull,"UP: 0.5, LEFT: 0.1",DONE,"[10: T1, 11: Carina, 1: Skull]"
12,gaussian_xyz/case-100229/case-100229_191.42962505814086_-38.31102423122352_28.79729100538752.png,1: Skull,"DOWN: 0.3, LEFT: 0.2",OUT: 0.2,"[1: Skull, 3: Left humeral head, 10: T1]"
13,gaussian_xyz/case-100229/case-100229_17.272225127249953_57.92748595634862_-17.269420553733596.png,1: Skull,"UP: 0.6, RIGHT: 0.3",OUT: 0.5,"[10: T1, 2: Right humeral head, 11: Carina]"
14,gaussian_xyz/case-100229/case-100229_-118.4366000904618_-53.42203874911345_-40.69467499700551.png,1: Skull,"UP: 1.0, LEFT: 0.3",OUT: 0.6,"[13: Left hemidiaphragm, 5: Left scapular inferior angle, 11: Carina]"
15,gaussian_xyz/case-100229/case-100229_-149.7246406129001_-102.66871307809228_211.1001402767608.png,1: Skull,"UP: 1.0, LEFT: 0.5",IN: 0.7,"[5: Left scapular inferior angle, 8: Right wrist, 13: Left hemidiaphragm]"
16,gaussian_xyz/case-100229/case-100229_183.27505123963664_-6.345830684158413_21.55490768468325.png,1: Skull,"DOWN: 0.2, DONE",OUT: 0.3,"[1: Skull, 10: T1, 3: Left humeral head]"
17,gaussian_xyz/case-100229/case-100229_-152.5491664108631_54.53335544196025_-95.72390503807726.png,1: Skull,"UP: 1.0, RIGHT: 0.3",OUT: 0.9,"[12: Right hemidiaphragm, 9: Left wrist, 14: T12]"
18,gaussian_xyz/case-100229/case-100229_-4.942957696137512_5.630997884295894_-29.076311120644714.png,1: Skull,"UP: 0.7, DONE",OUT: 0.5,"[10: T1, 11: Carina, 2: Right humeral head]"
19,gaussian_xyz/case-100229/case-100229_-114.32102835336019_-39.17639406414093_9.795094048630922.png,1: Skull,"UP: 1.0, LEFT: 0.2",OUT: 0.3,"[13: Left hemidiaphragm, 11: Carina, 5: Left scapular inferior angle]"
20,gaussian_xyz/case-100229/case-100229_95.30117690792889_-53.25468984575306_-51.51076021105433.png,1: Skull,"UP: 0.2, LEFT: 0.3",OUT: 0.6,"[1: Skull, 3: Left humeral head, 10: T1]"
21,gaussian_xyz/case-100229/case-100229_2.0454763401542664_-56.773804120235205_-117.25123267375007.png,1: Skull,"UP: 0.7, LEFT: 0.3",OUT: 1.0,"[10: T1, 3: Left humeral head, 11: Carina]"
22,gaussian_xyz/case-100229/case-100229_1.1888767465068781_20.955188372328816_161.1938214871372.png,1: Skull,"UP: 0.7, RIGHT: 0.1",IN: 0.4,"[10: T1, 11: Carina, 2: Right humeral head]"
23,gaussian_xyz/case-100229/case-100229_108.33338922833826_114.52614339693785_-15.847527075668419.png,1: Skull,"UP: 0.1, RIGHT: 0.6",OUT: 0.5,"[2: Right humeral head, 1: Skull, 10: T1]"
24,gaussian_xyz/case-100229/case-100229_-183.14178143516548_70.50203025096195_-84.4064227814051.png,1: Skull,"UP: 1.0, RIGHT: 0.4",OUT: 0.8,"[12: Right hemidiaphragm, 9: Left wrist, 6: Right elbow]"
25,gaussian_xyz/case-100229/case-100229_11.725217060363462_-12.09494042509867_-54.99194498098105.png,1: Skull,"UP: 0.6, LEFT: 0.1",OUT: 0.7,"[10: T1, 11: Carina, 3: Left humeral head]"
26,gaussian_xyz/case-100229/case-100229_-37.19313820905961_-32.628227571501974_66.01448290108502.png,1: Skull,"UP: 0.9, LEFT: 0.2",DONE,"[11: Carina, 10: T1, 13: Left hemidiaphragm]"
27,gaussian_xyz/case-100229/case-100229_120.32559031048413_42.31543146216158_-88.73036544004668.png,1: Skull,"UP: 0.1, RIGHT: 0.2",OUT: 0.8,"[1: Skull, 10: T1, 2: Right humeral head]"
28,gaussian_xyz/case-100229/case-100229_162.8338537917587_1.5528324952770203_12.29406914029954.png,1: Skull,"DOWN: 0.1, DONE",OUT: 0.3,"[1: Skull, 10: T1, 3: Left humeral head]"
29,gaussian_xyz/case-100229/case-100229_-11.088233532086264_-27.012317115779645_-27.37048910391672.png,1: Skull,"UP: 0.7, LEFT: 0.1",OUT: 0.5,"[10: T1, 11: Carina, 3: Left humeral head]"
30,gaussian_xyz/case-100229/case-100229_101.00935210710264_12.580793383412775_9.542744339823642.png,1: Skull,"UP: 0.2, RIGHT: 0.1",OUT: 0.3,"[1: Skull, 10: T1, 2: Right humeral head]"
31,gaussian_xyz/case-100229/case-100229_-36.724187951568496_-25.957921476488114_6.623816128229566.png,1: Skull,"UP: 0.9, LEFT: 0.1",OUT: 0.3,"[11: Carina, 10: T1, 13: Left hemidiaphragm]"
32,gaussian_xyz/case-100229/case-100229_79.53419121944654_-27.613588841908996_1.6249146006456556.png,1: Skull,"UP: 0.3, LEFT: 0.1",OUT: 0.4,"[1: Skull, 10: T1, 3: Left humeral head]"
33,gaussian_xyz/case-100229/case-100229_96.60541059585563_8.19150298431373_24.45030859029782.png,1: Skull,"UP: 0.2, DONE",OUT: 0.3,"[1: Skull, 10: T1, 3: Left humeral head]"
34,gaussian_xyz/case-100229/case-100229_108.33568219489405_24.959926689396923_187.19816662699625.png,1: Skull,"UP: 0.1, RIGHT: 0.1",IN: 0.6,"[1: Skull, 10: T1, 2: Right humeral head]"
35,gaussian_xyz/case-100229/case-100229_163.8830166027979_18.57897205062568_70.23039912914074.png,1: Skull,"DOWN: 0.1, RIGHT: 0.1",DONE,"[1: Skull, 10: T1, 2: Right humeral head]"
36,gaussian_xyz/case-100229/case-100229_34.47565651487841_60.63379371236791_34.67698642210987.png,1: Skull,"UP: 0.5, RIGHT: 0.3",OUT: 0.2,"[10: T1, 2: Right humeral head, 11: Carina]"
37,gaussian_xyz/case-100229/case-100229_73.92724301506217_-44.84422547054415_-51.07979400850581.png,1: Skull,"UP: 0.3, LEFT: 0.2",OUT: 0.6,"[1: Skull, 10: T1, 3: Left humeral head]"
38,gaussian_xyz/case-100229/case-100229_116.44294085974792_-24.740547037865834_63.88465843878879.png,1: Skull,"UP: 0.1, LEFT: 0.1",OUT: 0.1,"[1: Skull, 10: T1, 3: Left humeral head]"
39,gaussian_xyz/case-100229/case-100229_77.69040373994778_61.21530710863533_-86.23306058009628.png,1: Skull,"UP: 0.3, RIGHT: 0.3",OUT: 0.8,"[1: Skull, 10: T1, 2: Right humeral head]"
40,gaussian_xyz/case-100229/case-100229_141.72272966442756_15.461511661674617_46.355147592973175.png,1: Skull,"DONE, RIGHT: 0.1",OUT: 0.1,"[1: Skull, 10: T1, 2: Right humeral head]"
41,gaussian_xyz/case-100229/case-100229_166.69180375478118_-7.142154624608999_-194.614291082456.png,1: Skull,"DOWN: 0.2, DONE",OUT: 1.0,"[1: Skull, 10: T1, 3: Left humeral head]"
42,gaussian_xyz/case-100229/case-100229_87.87355264833434_1.1254811947782049_-141.47069635530949.png,1: Skull,"UP: 0.2, DONE",OUT: 1.0,"[1: Skull, 10: T1, 3: Left humeral head]"
43,gaussian_xyz/case-100229/case-100229_-76.03514328390021_-53.51641977030629_-90.87162642851116.png,1: Skull,"UP: 1.0, LEFT: 0.3",OUT: 0.8,"[13: Left hemidiaphragm, 11: Carina, 5: Left scapular inferior angle]"
44,gaussian_xyz/case-100229/case-100229_-2.381238943524238_-37.86461571804993_-94.60286708727416.png,1: Skull,"UP: 0.7, LEFT: 0.2",OUT: 0.8,"[10: T1, 11: Carina, 3: Left humeral head]"
45,gaussian_xyz/case-100229/case-100229_117.90510511728678_16.388047523530016_69.39169984818653.png,1: Skull,"UP: 0.1, RIGHT: 0.1",DONE,"[1: Skull, 10: T1, 2: Right humeral head]"
46,gaussian_xyz/case-100229/case-100229_-75.72347217001641_-83.32139597726082_-93.78506336759058.png,1: Skull,"UP: 1.0, LEFT: 0.4",OUT: 0.8,"[13: Left hemidiaphragm, 5: Left scapular inferior angle, 11: Carina]"
47,gaussian_xyz/case-100229/case-100229_-52.422559526545655_4.954061176167963_-4.226650891854005.png,1: Skull,"UP: 0.9, DONE",OUT: 0.4,"[11: Carina, 10: T1, 13: Left hemidiaphragm]"
48,gaussian_xyz/case-100229/case-100229_-119.7235819994194_-32.976006879281684_-205.6555877524046.png,1: Skull,"UP: 1.0, LEFT: 0.2",OUT: 1.0,"[13: Left hemidiaphragm, 11: Carina, 5: Left scapular inferior angle]"
49,gaussian_xyz/case-100229/case-100229_4.7922966047139255_45.36970115684982_-103.23666948166839.png,1: Skull,"UP: 0.7, RIGHT: 0.2",OUT: 0.9,"[10: T1, 11: Carina, 2: Right humeral head]"
50,gaussian_xyz/case-100229/case-100229_-40.005391345125275_15.968430006326138_9.100761143983165.png,1: Skull,"UP: 0.9, RIGHT: 0.1",OUT: 0.3,"[11: Carina, 10: T1, 12: Right hemidiaphragm]"
51,gaussian_xyz/case-100229/case-100229_-77.84197004508154_-1.0779622192696665_56.57634829885795.png,1: Skull,"UP: 1.0, DONE",OUT: 0.1,"[11: Carina, 13: Left hemidiaphragm, 10: T1]"
52,gaussian_xyz/case-100229/case-100229_-9.481608247459548_79.34754350768777_-154.51882290115896.png,1: Skull,"UP: 0.7, RIGHT: 0.4",OUT: 1.0,"[2: Right humeral head, 10: T1, 11: Carina]"
53,gaussian_xyz/case-100229/case-100229_115.82973567032872_33.85386949731889_-25.184946288739894.png,1: Skull,"UP: 0.1, RIGHT: 0.2",OUT: 0.5,"[1: Skull, 10: T1, 2: Right humeral head]"
54,gaussian_xyz/case-100229/case-100229_4.040090179609308_-72.82520409837922_-82.32161029009785.png,1: Skull,"UP: 0.7, LEFT: 0.4",OUT: 0.8,"[3: Left humeral head, 10: T1, 11: Carina]"
55,gaussian_xyz/case-100229/case-100229_11.971578680746092_-33.72657122825566_58.64672507457287.png,1: Skull,"UP: 0.6, LEFT: 0.2",OUT: 0.1,"[10: T1, 11: Carina, 3: Left humeral head]"
56,gaussian_xyz/case-100229/case-100229_119.10734308959917_6.613113470342454_-2.3106489465754123.png,1: Skull,"UP: 0.1, DONE",OUT: 0.4,"[1: Skull, 10: T1, 3: Left humeral head]"
57,gaussian_xyz/case-100229/case-100229_27.956737568936063_-79.30299492252576_123.64435553358051.png,1: Skull,"UP: 0.5, LEFT: 0.4",IN: 0.2,"[3: Left humeral head, 10: T1, 11: Carina]"
58,gaussian_xyz/case-100229/case-100229_-179.10519419673327_65.12624670794395_85.37871874006866.png,1: Skull,"UP: 1.0, RIGHT: 0.3",IN: 0.1,"[12: Right hemidiaphragm, 9: Left wrist, 6: Right elbow]"
59,gaussian_xyz/case-100229/case-100229_85.43809313788762_-30.088259019856455_-114.41691960477434.png,1: Skull,"UP: 0.3, LEFT: 0.2",OUT: 0.9,"[1: Skull, 10: T1, 3: Left humeral head]"
60,gaussian_xyz/case-100229/case-100229_-69.07507255949778_-35.21584082064245_29.236560154950542.png,1: Skull,"UP: 1.0, LEFT: 0.2",OUT: 0.2,"[11: Carina, 13: Left hemidiaphragm, 10: T1]"
61,gaussian_xyz/case-100229/case-100229_69.19252538962814_28.885543228330523_-136.77149469755852.png,1: Skull,"UP: 0.3, RIGHT: 0.1",OUT: 1.0,"[10: T1, 1: Skull, 2: Right humeral head]"
62,gaussian_xyz/case-100229/case-100229_62.61824607109003_-73.66559863334838_-117.92614538847515.png,1: Skull,"UP: 0.4, LEFT: 0.4",OUT: 1.0,"[3: Left humeral head, 10: T1, 1: Skull]"
63,gaussian_xyz/case-100229/case-100229_25.626710532534105_63.933815176182634_11.222831764962631.png,1: Skull,"UP: 0.6, RIGHT: 0.3",OUT: 0.3,"[10: T1, 2: Right humeral head, 11: Carina]"
64,gaussian_xyz/case-100247/case-100247_-71.18309504167718_-18.968486714117773_90.16360347045442.png,1: Skull,"UP: 1.0, LEFT: 0.2",IN: 0.1,"[11: Carina, 13: Left hemidiaphragm, 8: Right wrist]"
65,gaussian_xyz/case-100247/case-100247_144.0011164340957_65.75480716511768_23.592548177246815.png,1: Skull,"UP: 0.2, RIGHT: 0.2",OUT: 0.2,"[1: Skull, 10: T1, 2: Right humeral head]"
66,gaussian_xyz/case-100247/case-100247_-161.40597123827865_137.44050258203376_35.16624605333009.png,1: Skull,"UP: 1.0, RIGHT: 0.6",OUT: 0.2,"[9: Left wrist, 4: Right scapular inferior angle, 12: Right hemidiaphragm]"
67,gaussian_xyz/case-100247/case-100247_17.03191083143912_46.599736600008924_50.069309480271244.png,1: Skull,"UP: 0.8, RIGHT: 0.1",OUT: 0.1,"[10: T1, 2: Right humeral head, 11: Carina]"
68,gaussian_xyz/case-100247/case-100247_118.6733414309366_-28.43486156489596_15.33942710858498.png,1: Skull,"UP: 0.3, LEFT: 0.3",OUT: 0.3,"[1: Skull, 3: Left humeral head, 10: T1]"
69,gaussian_xyz/case-100247/case-100247_-34.71157856793042_6.149794019326352_80.88537965243758.png,1: Skull,"UP: 1.0, LEFT: 0.1",IN: 0.1,"[10: T1, 11: Carina, 8: Right wrist]"
70,gaussian_xyz/case-100247/case-100247_-130.63524747455128_64.14519626009661_-62.9129876074232.png,1: Skull,"UP: 1.0, RIGHT: 0.2",OUT: 0.7,"[12: Right hemidiaphragm, 9: Left wrist, 4: Right scapular inferior angle]"
71,gaussian_xyz/case-100247/case-100247_106.71214964121464_-10.692186079187092_-34.93032857456746.png,1: Skull,"UP: 0.4, LEFT: 0.2",OUT: 0.5,"[1: Skull, 10: T1, 3: Left humeral head]"
72,gaussian_xyz/case-100247/case-100247_-169.43260463304415_-0.07160672592763713_68.46001634890699.png,1: Skull,"UP: 1.0, LEFT: 0.1",DONE,"[8: Right wrist, 12: Right hemidiaphragm, 14: T12]"
73,gaussian_xyz/case-100247/case-100247_3.0434749460757757_-9.609364082125833_-49.298772392246256.png,1: Skull,"UP: 0.9, LEFT: 0.2",OUT: 0.6,"[10: T1, 11: Carina, 3: Left humeral head]"
74,gaussian_xyz/case-100247/case-100247_32.17386047838701_45.55871067119763_102.18513245081404.png,1: Skull,"UP: 0.8, RIGHT: 0.1",IN: 0.2,"[10: T1, 2: Right humeral head, 11: Carina]"
75,gaussian_xyz/case-100247/case-100247_177.84192313356357_79.80963563837491_15.932298582708803.png,1: Skull,"DONE, RIGHT: 0.3",OUT: 0.3,"[1: Skull, 10: T1, 2: Right humeral head]"
76,gaussian_xyz/case-100247/case-100247_-18.437189566787424_-13.142622433016225_-82.33211189019757.png,1: Skull,"UP: 1.0, LEFT: 0.2",OUT: 0.8,"[10: T1, 11: Carina, 3: Left humeral head]"
77,gaussian_xyz/case-100247/case-100247_-93.36712937681177_4.309125891673585_28.101427027687482.png,1: Skull,"UP: 1.0, LEFT: 0.1",OUT: 0.2,"[11: Carina, 8: Right wrist, 13: Left hemidiaphragm]"
78,gaussian_xyz/case-100247/case-100247_-81.43271101514792_-80.76664627771757_-116.31451568340535.png,1: Skull,"UP: 1.0, LEFT: 0.5",OUT: 0.9,"[5: Left scapular inferior angle, 13: Left hemidiaphragm, 7: Left elbow]"
79,gaussian_xyz/case-100247/case-100247_-63.76081796512037_51.484586241747856_-60.21209642816364.png,1: Skull,"UP: 1.0, RIGHT: 0.1",OUT: 0.6,"[11: Carina, 4: Right scapular inferior angle, 9: Left wrist]"
80,gaussian_xyz/case-100247/case-100247_-121.73325528294274_47.388013857618375_78.06891540740806.png,1: Skull,"UP: 1.0, RIGHT: 0.1",DONE,"[12: Right hemidiaphragm, 9: Left wrist, 4: Right scapular inferior angle]"
81,gaussian_xyz/case-100247/case-100247_9.058173938749206_37.74637992490136_-92.99111068732053.png,1: Skull,"UP: 0.9, RIGHT: 0.1",OUT: 0.8,"[10: T1, 11: Carina, 2: Right humeral head]"
82,gaussian_xyz/case-100247/case-100247_-129.1736595373987_-14.343366553169034_-51.851373819427224.png,1: Skull,"UP: 1.0, LEFT: 0.2",OUT: 0.6,"[8: Right wrist, 13: Left hemidiaphragm, 11: Carina]"
83,gaussian_xyz/case-100247/case-100247_-88.2445220024395_1.8626545278800752_-189.5231150172855.png,1: Skull,"UP: 1.0, LEFT: 0.1",OUT: 1.0,"[11: Carina, 8: Right wrist, 13: Left hemidiaphragm]"
84,gaussian_xyz/case-100247/case-100247_9.52373985982021_-103.89253765534356_-113.05419824486103.png,1: Skull,"UP: 0.9, LEFT: 0.6",OUT: 0.9,"[3: Left humeral head, 5: Left scapular inferior angle, 10: T1]"
85,gaussian_xyz/case-100247/case-100247_-57.113941380680984_-12.231705221217654_1.4445248276550673.png,1: Skull,"UP: 1.0, LEFT: 0.2",OUT: 0.3,"[11: Carina, 10: T1, 13: Left hemidiaphragm]"
86,gaussian_xyz/case-100247/case-100247_-150.2726554602006_-41.82112336346841_29.635231479872854.png,1: Skull,"UP: 1.0, LEFT: 0.3",OUT: 0.2,"[8: Right wrist, 13: Left hemidiaphragm, 11: Carina]"
87,gaussian_xyz/case-100247/case-100247_-0.37295123115558226_11.363973502270786_105.32182010799036.png,1: Skull,"UP: 0.9, LEFT: 0.1",IN: 0.2,"[10: T1, 11: Carina, 3: Left humeral head]"
88,gaussian_xyz/case-100247/case-100247_127.8803675356695_-66.75336963002137_87.49988693240167.png,1: Skull,"UP: 0.3, LEFT: 0.5",IN: 0.1,"[3: Left humeral head, 1: Skull, 10: T1]"
89,gaussian_xyz/case-100247/case-100247_-32.75581965224157_-59.18221463115311_-129.64382439022398.png,1: Skull,"UP: 1.0, LEFT: 0.4",OUT: 1.0,"[11: Carina, 10: T1, 5: Left scapular inferior angle]"
90,gaussian_xyz/case-100247/case-100247_-147.22294076612008_-38.303599018975255_81.44701319260965.png,1: Skull,"UP: 1.0, LEFT: 0.3",IN: 0.1,"[8: Right wrist, 13: Left hemidiaphragm, 11: Carina]"
91,gaussian_xyz/case-100247/case-100247_-64.0411782852239_21.642266873585665_-41.766939759851695.png,1: Skull,"UP: 1.0, DONE",OUT: 0.6,"[11: Carina, 10: T1, 4: Right scapular inferior angle]"
92,gaussian_xyz/case-100247/case-100247_1.7071793184759656_8.433641929440629_55.58165445728188.png,1: Skull,"UP: 0.9, LEFT: 0.1",OUT: 0.1,"[10: T1, 11: Carina, 3: Left humeral head]"
93,gaussian_xyz/case-100247/case-100247_-3.1653538939996224_-35.82230461066763_-44.35829607941363.png,1: Skull,"UP: 1.0, LEFT: 0.3",OUT: 0.6,"[10: T1, 11: Carina, 3: Left humeral head]"
94,gaussian_xyz/case-100247/case-100247_149.51714510190067_17.813568693425207_168.12414564807958.png,1: Skull,"UP: 0.2, DONE",IN: 0.5,"[1: Skull, 10: T1, 3: Left humeral head]"
95,gaussian_xyz/case-100247/case-100247_110.82435696730971_-46.9010907803054_-31.929762485690794.png,1: Skull,"UP: 0.4, LEFT: 0.4",OUT: 0.5,"[3: Left humeral head, 1: Skull, 10: T1]"
96,gaussian_xyz/case-100247/case-100247_101.87707886984879_61.73932536821396_-67.00389594607122.png,1: Skull,"UP: 0.4, RIGHT: 0.2",OUT: 0.7,"[1: Skull, 10: T1, 2: Right humeral head]"
97,gaussian_xyz/case-100247/case-100247_144.40376342154576_28.974394960772322_99.70782315384042.png,1: Skull,"UP: 0.2, DONE",IN: 0.2,"[1: Skull, 10: T1, 3: Left humeral head]"
98,gaussian_xyz/case-100247/case-100247_110.57552506527941_-23.307398683153554_-87.39903569167787.png,1: Skull,"UP: 0.4, LEFT: 0.2",OUT: 0.8,"[1: Skull, 10: T1, 3: Left humeral head]"
99,gaussian_xyz/case-100247/case-100247_-57.3348133559669_-38.3034968609657_-218.548848047756.png,1: Skull,"UP: 1.0, LEFT: 0.3",OUT: 1.0,"[11: Carina, 13: Left hemidiaphragm, 10: T1]"
100,gaussian_xyz/case-100247/case-100247_-136.46568993714158_74.4618045231868_-50.096960044606774.png,1: Skull,"UP: 1.0, RIGHT: 0.3",OUT: 0.6,"[9: Left wrist, 4: Right scapular inferior angle, 12: Right hemidiaphragm]"
101,gaussian_xyz/case-100247/case-100247_14.166557232205207_3.0053874614924583_-26.4391451933548.png,1: Skull,"UP: 0.9, LEFT: 0.1",OUT: 0.5,"[10: T1, 11: Carina, 3: Left humeral head]"
102,gaussian_xyz/case-100247/case-100247_-131.4979056060372_-80.07239241580724_17.207485340810962.png,1: Skull,"UP: 1.0, LEFT: 0.5",OUT: 0.3,"[13: Left hemidiaphragm, 8: Right wrist, 7: Left elbow]"
103,gaussian_xyz/case-100247/case-100247_188.5420052327744_-22.208745106113465_45.76659345444921.png,1: Skull,"DONE, LEFT: 0.2",OUT: 0.1,"[1: Skull, 3: Left humeral head, 10: T1]"
104,gaussian_xyz/case-100247/case-100247_31.23322675524014_92.37939806434_77.90953021037168.png,1: Skull,"UP: 0.8, RIGHT: 0.3",DONE,"[2: Right humeral head, 10: T1, 11: Carina]"
105,gaussian_xyz/case-100247/case-100247_85.29615501905471_34.66739265037013_87.88382026354265.png,1: Skull,"UP: 0.5, RIGHT: 0.1",IN: 0.1,"[10: T1, 1: Skull, 2: Right humeral head]"
106,gaussian_xyz/case-100247/case-100247_-67.54159089275797_102.51916503356375_-45.66491220469974.png,1: Skull,"UP: 1.0, RIGHT: 0.4",OUT: 0.6,"[4: Right scapular inferior angle, 9: Left wrist, 2: Right humeral head]"
107,gaussian_xyz/case-100247/case-100247_-1.3883175242028472_-39.89726339073033_-73.08708634066285.png,1: Skull,"UP: 0.9, LEFT: 0.3",OUT: 0.7,"[10: T1, 3: Left humeral head, 11: Carina]"
108,gaussian_xyz/case-100247/case-100247_0.689313649359292_48.85798615914755_1.6776989158984872.png,1: Skull,"UP: 0.9, RIGHT: 0.1",OUT: 0.3,"[10: T1, 11: Carina, 2: Right humeral head]"
109,gaussian_xyz/case-100247/case-100247_-197.5454192256421_-10.55625583237302_126.25935614909764.png,1: Skull,"UP: 1.0, LEFT: 0.2",IN: 0.3,"[14: T12, 8: Right wrist, 12: Right hemidiaphragm]"
110,gaussian_xyz/case-100247/case-100247_5.295024043028576_72.11563259989435_-143.92542406924176.png,1: Skull,"UP: 0.9, RIGHT: 0.2",OUT: 1.0,"[10: T1, 2: Right humeral head, 11: Carina]"
111,gaussian_xyz/case-100247/case-100247_-119.63310148688043_16.163782142288127_-148.938721100234.png,1: Skull,"UP: 1.0, DONE",OUT: 1.0,"[11: Carina, 8: Right wrist, 12: Right hemidiaphragm]"
112,gaussian_xyz/case-100247/case-100247_116.68499141529304_-59.00838235223827_64.9565210872582.png,1: Skull,"UP: 0.4, LEFT: 0.4",DONE,"[3: Left humeral head, 1: Skull, 10: T1]"
113,gaussian_xyz/case-100247/case-100247_-57.49650168984334_-41.49933248157255_47.526089493416876.png,1: Skull,"UP: 1.0, LEFT: 0.3",OUT: 0.1,"[11: Carina, 13: Left hemidiaphragm, 10: T1]"
114,gaussian_xyz/case-100247/case-100247_0.42903131540430195_54.29244758307781_-102.68838519837917.png,1: Skull,"UP: 0.9, RIGHT: 0.2",OUT: 0.9,"[10: T1, 11: Carina, 2: Right humeral head]"
115,gaussian_xyz/case-100247/case-100247_-86.09451633591357_16.6184589043341_1.9985335703495648.png,1: Skull,"UP: 1.0, DONE",OUT: 0.3,"[11: Carina, 8: Right wrist, 12: Right hemidiaphragm]"
116,gaussian_xyz/case-100247/case-100247_-132.9028753941037_66.21423988346106_-82.71208790708414.png,1: Skull,"UP: 1.0, RIGHT: 0.2",OUT: 0.8,"[9: Left wrist, 12: Right hemidiaphragm, 4: Right scapular inferior angle]"
117,gaussian_xyz/case-100247/case-100247_-130.10317305635758_-4.556030213757965_-20.168427449129624.png,1: Skull,"UP: 1.0, LEFT: 0.1",OUT: 0.4,"[8: Right wrist, 11: Carina, 13: Left hemidiaphragm]"
118,gaussian_xyz/case-100247/case-100247_47.301765186424234_45.81074643230549_-138.97442464152874.png,1: Skull,"UP: 0.7, RIGHT: 0.1",OUT: 1.0,"[10: T1, 2: Right humeral head, 11: Carina]"
119,gaussian_xyz/case-100247/case-100247_7.696676566669964_43.92718875048121_110.45747784243662.png,1: Skull,"UP: 0.9, RIGHT: 0.1",IN: 0.2,"[10: T1, 11: Carina, 2: Right humeral head]"
120,gaussian_xyz/case-100247/case-100247_-139.2221835252711_-60.54786802181493_60.65768946127012.png,1: Skull,"UP: 1.0, LEFT: 0.4",DONE,"[13: Left hemidiaphragm, 8: Right wrist, 7: Left elbow]"
121,gaussian_xyz/case-100247/case-100247_-188.3057173492994_103.48593571987942_-39.349463796540235.png,1: Skull,"UP: 1.0, RIGHT: 0.4",OUT: 0.5,"[12: Right hemidiaphragm, 9: Left wrist, 4: Right scapular inferior angle]"
122,gaussian_xyz/case-100247/case-100247_118.60792024082502_-16.367053924376517_-25.127837908726846.png,1: Skull,"UP: 0.3, LEFT: 0.2",OUT: 0.5,"[1: Skull, 10: T1, 3: Left humeral head]"
123,gaussian_xyz/case-100247/case-100247_-170.436915486359_-64.50585947491743_28.243426002654793.png,1: Skull,"UP: 1.0, LEFT: 0.4",OUT: 0.2,"[8: Right wrist, 13: Left hemidiaphragm, 14: T12]"
124,gaussian_xyz/case-100247/case-100247_-97.12218239441596_-93.52446954593529_-80.36184075089923.png,1: Skull,"UP: 1.0, LEFT: 0.6",OUT: 0.7,"[5: Left scapular inferior angle, 13: Left hemidiaphragm, 7: Left elbow]"
